"顔","かお, がん","face, visage; look, expression, countenance; honor, honour, face; influence, notoriety"
"","です","be, is"
"","では","then, well, so, well then; bye then; at, in, by, with, using; if not ..., unless ..."
"氏","し","Mr, Mrs, Ms, Miss; clan; he, him; counter for people"
"分かる","わかる","to understand, to comprehend, to grasp, to see, to get, to follow; to become clear, to be known, to be discovered, to be realized, to be realised, to be found out; I know!, I think so too!"
"仕手","して, シテ","doer, performer; shite, protagonist, hero, leading part, main character; speculator"
"彼女","かのじょ","she, her; girlfriend"
"","とは","indicates word or phrase being defined; used for quoting (thoughts, speech, etc.); with; (not) as much as, (not) so much as; the fact that, to think that, such a thing as"
"上手","じょうず, じょうて, じょうしゅ","skillful, skilled, proficient, good (at), adept, clever; flattery"
"渡す","わたす","to ferry across (e.g. a river), to carry across, to traverse; to lay across, to build across; to hand over, to hand in, to pass, to give, to transfer"
"返る","かえる","to return, to come back, to go back; to turn over; to become extremely, to become completely"
"強い","つよい","strong, potent, competent, domineering, tough; strong, brawny, powerful, healthy, rugged; good (at), skilled, knowledgeable; being able to handle, know how to deal (with), durable (against), resistant (to), resilient; firm, rigid, solid; intense, strong, fierce, high; dependable, trustworthy"
"羽","わ, ば, ぱ","counter for birds or rabbits"
"","ホテル","hotel"
"","として","as (i.e. in the role of), for (i.e. from the viewpoint of); apart from... (used to change the topic); even (e.g. ""not even a single person""); thinking that..., trying to..."
"担う","になう","to carry on one's shoulder, to shoulder, to bear; to bear (a burden, responsibility, etc.), to take upon oneself"
"然し","しかし, しっかし","however, but"
"出る","でる","to leave, to exit, to go out, to come out, to get out; to leave (on a journey), to depart, to start out, to set out; to move forward; to come to, to get to, to lead to, to reach; to appear, to come out, to emerge, to surface, to come forth, to turn up, to be found, to be detected, to be discovered, to be exposed, to show, to be exhibited, to be on display; to appear (in print), to be published, to be announced, to be issued, to be listed, to come out; to attend, to participate, to take part, to enter (an event), to play in, to perform; to be stated, to be expressed, to come up, to be brought up, to be raised; to sell; to exceed, to go over; to stick out, to protrude; to break out, to occur, to start, to originate; to be produced; to come from, to be derived from; to be given, to get, to receive, to be offered, to be provided, to be presented, to be submitted, to be handed in, to be turned in, to be paid; to answer (phone, door, etc.), to get; to assume (an attitude), to act, to behave; to pick up (speed, etc.), to gain; to flow (e.g. tears), to run, to bleed; to graduate; to ejaculate, to cum"
"入る","いる","to enter, to go in, to get in, to come in; to set (of the sun or moon), to sink, to go down; to attain (nirvana, enlightenment, etc.), to achieve, to reach (e.g. a climax); to do fully, to do intently, to do sincerely, to do deeply, to feel keenly; to (reach a state) completely"
"考える","かんがえる","to think (about, of), to think over, to ponder, to contemplate, to reflect (on), to meditate (on); to consider, to bear in mind, to allow for, to take into consideration; to think (that), to believe, to hold (a view), to judge, to conclude, to suspect; to intend (to do), to think of (doing), to plan; to predict, to anticipate, to expect, to imagine; to come up with, to think up, to contrive, to devise; to consider (as), to regard (as), to look on (as), to take, to view"
"而して","そして, しかして","and, and then, thus, and now, and finally"
"","クラス","class"
"又","また","again, once more, once again, another time, some other time; also, too, as well, likewise; on the other hand, while; and, in addition, besides, moreover, furthermore; or, otherwise; really, how, (what, why) on earth; some time (in the future); indirect"
"","しか","nothing but, except, no more than"
"違う","ちがう","to differ (from), to be different, to be distinct, to be unlike, to vary, to disagree (with); to be wrong, to be incorrect, to be mistaken; to become abnormal, to go wrong; isn't it?, wasn't it?"
"山","やま, ヤマ","mountain, hill; mine; (mountain) forest; heap, pile, stack, mountain; protruding or high part of an object, crown (of a hat), thread (of a screw), tread (of a tire); climax, peak, critical point; guess, speculation, gamble; (criminal) case, crime; mountain climbing, mountaineering; festival float (esp. one mounted with a decorative halberd); deck (from which players draw cards), draw pile, stock; wall, wall tile; wild"
"","でしょうか","don't you think?, indicates question"
"","だが","but, however, (and) yet, nevertheless, still, for all that"
"声","こえ","voice; singing (of a bird), chirping (of an insect), hoot; voice, opinion (as expressed in words), view, wish, attitude, will; sound; sense (of something's arrival), feeling; voice, voiced sound"
"夜","よる, よ","night, evening; dinner"
"","わ","indicates emotion or admiration; indicates emphasis; I, me; wah!; boo!"
"昨夜","ゆうべ, ゆんべ, よべ","last night, yesterday evening"
"舌","した","tongue; tongue-like object, clapper (of a bell), talon (of a lock), reed (of a musical instrument)"
"怒る","おこる","to get angry, to get mad, to lose one's temper; to scold, to tell (someone) off"
"","そんな","such, that sort of, that kind of, like that; no way!, never!"
"夏","なつ","summer"
"等","など","et cetera, etc., and the like, and so forth; or something; the likes of; for example, for instance, for one"
"今","いま","now, the present time, just now, soon, immediately; another, more"
"間違い","まちがい","mistake, error, blunder; accident, mishap, trouble; improper conduct (e.g. between man and woman), indiscretion"
"目","め","eye, eyeball; eyesight, sight, vision; look, stare, gaze, glance; notice, attention, observation, eyes (of the world, public, etc.); an experience; viewpoint; discrimination, discernment, judgement, eye (e.g. for quality); (an) appearance; chance (of success), possibility (of a good result); spacing (between crossed strands of a net, mesh, etc.), opening, stitch, texture, weave; grain (of wood, paper); eye (of a storm, needle, etc.); intersection (on a go board), square (on a chessboard); dot (on a dice), pip, rolled number; graduation, division (of a scale); tooth (of a saw, comb, etc.); ordinal number suffix; somewhat, -ish; point (e.g. of change)"
"暮れる","くれる","to get dark, to grow dark; to end (of a day, year, season, etc.), to come to an end, to close; to be sunk in (e.g. despair), to be lost in (e.g. thought), to be overcome with"
"出す","だす","to take out, to get out; to put out, to reveal, to show; to submit (e.g. thesis), to turn in; to publish, to make public; to send (e.g. letter); to produce (a sound), to start (fire); to serve (food); ... out (e.g. to jump out, to carry out); to begin ..., to start to ..., to burst into ..."
"貴方","あなた","you; dear, honey"
"聞く","きく","to hear; to listen (e.g. to music); to ask, to enquire, to query; to hear about, to hear of, to learn of; to follow (advice, order, etc.), to obey, to listen to, to comply with; to hear (e.g. a plea), to grant (a request), to accept (e.g. an argument), to give consideration to; to smell (esp. incense), to sample (a fragrance); to taste (alcohol), to try"
"妹","いもうと","younger sister"
"手","て","hand, arm; forepaw, foreleg; handle; hand, worker, help; trouble, care, effort; means, way, trick, move, technique, workmanship; hand, handwriting; kind, type, sort; one's hands, one's possession; ability to cope; hand (of cards); direction; move (in go, shogi, etc.)"
"生まれる","うまれる","to be born"
"","そう","appearing that, seeming that, looking like, having the appearance of"
"出会う","であう","to meet (by chance), to come across, to run across, to encounter, to happen upon; to meet (e.g. of rivers, highways, etc.); to emerge and engage (an enemy)"
"家","いえ","house, residence, dwelling, home; family, household; lineage, family name"
"円","えん","yen (Japanese monetary unit); circle"
"夕食","ゆうしょく","evening meal, dinner"
"","いい","good, excellent, fine, nice, pleasant, agreeable; sufficient, enough, ready, prepared; profitable (deal, business offer, etc.), beneficial; OK, all right, fine, no problem"
"溶く","とく","to dissolve (paint), to scramble (eggs), to melt (metal, etc.), to mix (water with flour, etc.)"
"此れ","これ","this, this one; this person; now, this point (in time); here; used to stress the subject of a sentence; I, me"
"流","りゅう","way, manner, style, fashion, mode; school (e.g. of flower arrangement); class, rate, rank; flow, current, stream"
"何","なに, ナニ","what; you-know-what, that thing; whatsit, whachamacallit, what's-his-name, what's-her-name; penis, (one's) thing, dick; (not) at all, (not) in the slightest; what?, huh?; hey!, come on!; oh, no (it's fine), why (it's nothing), oh (certainly not)"
"","とする","to try to ..., to be about to do ...; to decide to ...; to take as, to treat as, to regard as; to use for; to suppose that (such) is the case, to assume; to decide that, to think that; to make into, to change into; to feel (e.g. after sound symbolism or psychological experience word), to look, to feel like; to intend, to have the intention"
"","だから","so, therefore, accordingly, consequently, on those grounds, that is why, for that reason; like I said, I told you already"
"","さ","-ness; indicates assertion; come, come now"
"","だろう, だろ","seems, I think, I guess, I wonder, I hope; right?, don't you agree?, I thought you'd say that!"
"認める","みとめる","to recognize, to recognise, to observe, to notice; to deem, to judge, to assess; to approve, to deem acceptable, to allow; to admit, to accept, to confess (to a charge); to watch steadily, to observe carefully; to renown, to give renown to, to appreciate, to acknowledge"
"丁度","ちょうど","exactly, precisely, just, right, opportunely, fortunately; just (like), as if, as though"
"診る","みる","to examine (medically), to have a look at, to check (a patient's pulse)"
"方","かた","direction, way; person, lady, gentleman; method of, manner of, way of; care of ...; person in charge of ...; side (e.g. ""on my mother's side"")"
"君","きみ","you, buddy, pal; monarch, ruler, sovereign, (one's) master; he, she"
"外","そと, と","outside, exterior; the open (air); other place, somewhere else, outside one's group (family, company, etc.)"
"","すれば","if so, in that case, in that situation"
"二人","ふたり, ににん","two persons, two people, pair, couple"
"進む","すすむ","to advance, to go forward; to precede, to go ahead (of); to make progress, to improve; to deepen, to heighten; to be fast (of a clock), to be ahead; to do of one's own free will"
"","のに","although, despite, even though, and yet; whereas, while; if only, I wish; in order to"
"","のです, んです","the expectation is that ..., the reason is that ..., the fact is that ..., the explanation is that ..., it is that ..."
"戻る","もどる","to turn back (e.g. half-way); to return, to go back; to recover (e.g. something lost), to be returned; to rebound, to spring back"
"弟","おとうと, てい","younger brother, little brother, kid brother; brother-in-law (spouse's younger brother or younger sister's husband); pupil, apprentice"
"鳴く","なく","to make sound (of an animal), to call, to cry, to whine, to sing, to chirp; to make a meld call (e.g. pung, kong)"
"程","ほど","extent, degree, measure; limit, bounds; (span of) time; (a) distance; the state of, the status of, the condition of; about, around, approximately, or so; as much as ..., to the extent of ..., like ...; the more ... the more ..."
"弾く","ひく","to play (a stringed or keyboard instrument)"
"所","ところ, とこ","place, spot, scene, site; address; district, area, locality; one's house; point, aspect, side, facet; passage (in text), part; space, room; thing, matter; whereupon, as a result; about to, on the verge of; was just doing, was in the process of doing, have just done, just finished doing; approximately, around, about"
"","だろうか","don't you think?, indicates question"
"話","はなし","talk, speech, chat, conversation; topic, subject; discussions, negotiation, argument; rumor, talk, hearsay; tale, story, fable; circumstances, particulars"
"","もう, もー, もぉ","already, yet, by now, now, (not) any more, (not) any longer; soon, shortly, before long, presently; further, more, again, another, the other; jeez, geez, gee, boy, come on, damn, seriously"
"","より, ゟ","than; rather than, instead of, over, above; from, out of, since, at, on (and after); except, but, other than; more"
"持つ","もつ","to hold (in one's hand), to take, to carry; to possess, to have, to own; to maintain, to keep; to last, to be durable, to keep, to survive; to take charge of, to be in charge of; to hold (meeting, etc.), to have (opportunity, etc.); to have ""it"", to have that special something, to be blessed with good luck"
"未だ","まだ, いまだ","still, as yet, only; (not) yet; more, (more) still; at least, comparatively, relatively; unfinished, incomplete, not yet done"
"","なら, ならば","if, in case, if it is the case that, if it is true that; as for, on the topic of; if that's the case, if so, that being the case; if possible, if circumstances allow"
"何","なん","what; how many; many, a lot of; several, a few, some"
"言葉","ことば, けとば","language, dialect; word, phrase, expression, term; speech, (manner of) speaking, (use of) language; words, remark, statement, comment; learning to speak, language acquisition"
"時","じ","hour, o'clock; (specified) time, when ..., during ..."
"何か","なにか, なんか","something, some, any; somehow, for some reason; (so) what (are you trying to say)?, what (do you mean)?"
"年","とし","year; age, years; past one's prime, old age"
"自分で","じぶんで","by myself, in person, by oneself"
"嫌","いや, や, イヤ","disliking, not wanting, unwilling (to do), reluctant; unpleasant, disagreeable, nasty, horrible, disgusting, undesirable, unwelcome; no!, quit it!, stop!"
"大切","たいせつ, たいせち","important, significant, serious, crucial; precious, valuable, dear, cherished, beloved; careful"
"朝食","ちょうしょく","breakfast"
"仕舞った","しまった","darn it!, darn!, oops!, oh dear!, oh no!"
"下","した","below, down, under, younger (e.g. daughter); bottom; beneath, underneath; just after, right after; inferiority, one's inferior (i.e. one's junior); trade-in; preliminary, preparatory"
"何時","なんじ","what time, which hour"
"空","そら","sky, the air, the heavens; weather; far-off place, distant place; state of mind, feeling; (from) memory, (by) heart; falsehood, lie; somehow, vaguely; fake"
"","けど, けども","but, however, although"
"此処","ここ","here, this place; this point, here, now; these past ... (e.g. three years), these last ...; the next ... (e.g. few days), these next ..."
"湖","みずうみ","lake"
"助け","たすけ","assistance, help, aid, support, reinforcement"
"湧く","わく","to well (up), to gush out (of water), to spring out, to surge; to appear (esp. suddenly) (sweat, tears, etc.), to sweat, to cry; to feel emotions (e.g. joy, bravery, etc.), to spring up (e.g. an idea, emotions, clouds), to well up, to arise; to hatch, to breed, to propagate, to be infested (esp. of parasitic insects, etc.)"
"体","からだ","body; torso, trunk; build, physique, frame, figure; health, constitution"
"感じる","かんじる","to feel, to sense, to experience; to be moved (by), to be touched (by), to be impressed (by), to respond (to); to become infected with (an illness), to catch"
"部屋","へや","room, chamber; apartment, flat, pad; stable"
"折れる","おれる","to break, to be broken, to snap, to fracture; to be folded; to give in, to back down, to yield, to submit; to turn (a corner)"
"暗い","くらい","dark, gloomy, murky; depressed, dispirited, down in the dumps, dark (mood); dark (in colour), dull; ill-boding, dark (e.g. past), suspicious; unlikely (to succeed), hopeless, unpromising; unfamiliar (with), ignorant (of)"
"","ましょうか","shall I?; shall we?"
"席","せき","seat; location (of a gathering, etc.), place; position, post"
"開く","ひらく","to open, to undo, to unseal, to unpack; to bloom, to unfold, to spread out; to open (for business, e.g. in the morning); to be wide (gap, etc.), to widen; to hold (meeting, party, etc.), to give, to open; to found (nation, dynasty, sect, etc.), to open (a new business), to set up, to establish, to start; to open (ports, borders, etc.); to open (an account); to open up (new land, path, etc.), to clear, to develop; to open (a file, etc.); to extract (root), to reduce (equation); to cut open (fish); to change (kanji into hiragana); to flare (e.g. skirt); to slacken (into a poor posture)"
"先","さき","point, tip, end, nozzle; head (of a line), front; first, before, ahead (of); (the way) ahead, beyond; future; previous, prior, former, recent, last; destination, address, place where you do something; rest (e.g. of a story), continuation, remaining part; the other party"
"間","かん","interval, period of time; among, between, inter-; good opportunity, chance; estrangement, discord, alienation; spy, secret agent"
"行く","いく, ゆく, イク","to go, to move (towards), to head (towards), to leave (for); to move through, to travel across, to walk along (e.g. a road); to go (well, badly, etc.), to proceed, to turn out, to get along; to do (in a particular way), to go (with; a choice), to try; to pass (of time, seasons, etc.), to go by; to stream, to flow; to die, to pass away; to reach (a stage, extent, age, etc.), to get to, to go (so far as ...); to reach (of information, instructions, wind, etc.), to arrive; to continue ..., to go on ..., to (progress) steadily, to gradually ..., to progressively ...; to have an orgasm, to come, to cum; to trip, to get high, to have a drug-induced hallucination"
"橋","はし","bridge"
"只","ただ, タダ","ordinary, common, usual; free of charge; unaffected, as is, safe; only, merely, just, simply; but, however, nevertheless"
"二","に, ふた, ふ, ふう","two, 2"
"良く","よく","nicely, properly, well, skillfully, skilfully; frequently, often; I'm glad that you ..., thank you for ...; (you have) quite the nerve to, I don't know how you can ..."
"其れに","それに","besides, in addition, also, moreover"
"解く","とく","to untie, to unfasten, to unwrap, to undo, to unbind, to unpack; to unsew, to unstitch; to solve, to work out, to answer; to dispel (misunderstanding, etc.), to clear up, to remove (suspicion), to appease; to dissolve (a contract), to cancel, to remove (a prohibition), to lift (a ban), to raise (a siege); to release (from duty), to relieve, to dismiss; to comb (out), to card, to untangle (hair)"
"死ぬ","しぬ, ﾀﾋぬ","to die, to pass away; to lose spirit, to lose vigor, to look dead; to cease, to stop"
"上","うえ","above, over, up; top, summit, upper part, head (e.g. of a staircase); surface, on (top of); the above (in a piece of writing), earlier part; superior, better, higher (position, rank, etc.), upper (class); elder, older, senior; with respect to ..., in terms of, as far as ... is concerned, when (e.g. drunk); besides ..., in addition to ..., on top of ..., as well as ...; after ..., upon ..., on ..., with (e.g. full awareness), as a result of ...; since ..., now that ..., because ...; honorable, venerable, dear; emperor, sovereign, shogun, daimyo"
"笑う","わらう","to laugh; to smile; to sneer, to ridicule; to be dumbfounded, to be flabbergasted"
"件","けん","matter, affair, case, item, subject; counter for (received) emails, text messages, voicemail messages, etc.; counter for accounts (on a website, email service, etc.)"
"椅子","いす, イス","chair, seat, stool, bench; post, position, seat, office"
"火","ひ","fire, flame, blaze"
"家","うち","one's house, one's home, one's family, one's household; house"
"一つ","ひとつ","one; for one thing; only; (not) even; just (e.g. ""just try it""); some kind of, one type of"
"","とか","and the like, such as, among other things, and so on; or something, something like, a (certain); I hear that ..., people say that..., rumour has it that ...; or something, something like, or whatever"
"儘","まま, まんま, ママ","as (it is), remaining (in a state), keeping (the same), leaving (unchanged); with (e.g. one's eyes closed, the light on), while (e.g. standing, alive), as; as (one pleases, one is told, etc.), according to; sic"
"皆","みな, みんな","everyone, everybody, all; everything, all"
"頭","あたま, かしら","head; hair (on one's head); mind, brains, intellect; leader, chief, boss, captain; top, tip; beginning, start; head, person; down payment, deposit; top structural component of a kanji; pair"
"許り","ばかり, ばっかり","only, merely, nothing but, no more than; approximately, about; just (finished, etc.); as if to, (as though) about to, going to, on the point of, at any minute; indicates emphasis; always, constantly"
"市","し","city"
"","とも","certainly, of course, to be sure, surely; even if, no matter (who, what, when, where, why, how), though, although; without even, without so much as; at the (least, earliest, etc.); also (called), also as; well"
