"案外","あんがい","unexpectedly, surprisingly; unexpected, unanticipated, unforeseen, surprising"
"予め","あらかじめ","beforehand, in advance, ahead of time, previously"
"夫妻","ふさい","husband and wife, married couple"
"咎める","とがめる","to blame, to reproach, to censure, to rebuke, to reprove, to find fault, to take to task, to criticize, to criticise; to question (a suspect), to challenge; to aggravate (an injury), to be aggravated, to get inflamed; to prick (one's conscience)"
"生かす","いかす","to make (the best) use of, to put to good use, to leverage (skills, attributes, experience, etc.), to capitalise on (experience, etc.); to let live, to keep alive; to revive, to resuscitate, to bring back to life; to restore (a deleted passage; in proofreading)"
"破れる","やぶれる","to get torn, to tear, to rip, to break, to wear out; to be broken off (of negotiations, etc.), to break down, to collapse, to fall into ruin"
"近づき","ちかづき","acquaintance, making someone's acquaintance"
"見舞う","みまう","to visit and comfort or console, to go to see (e.g. someone in hospital), to ask after (e.g. someone's health), to inquire after; to attack, to hit, to strike, to deal (a punch)"
"民族","みんぞく","people, race, nation, ethnic group, ethnos"
"峰","みね","peak, summit, ridge, top; back of a blade"
"憎悪","ぞうお","hatred, abhorrence, loathing, detestation"
"推す","おす","to recommend, to endorse (e.g. a candidate), to nominate, to support, to back; to infer (from), to deduce, to gather, to conjecture, to surmise; to think (something) through, to ponder deeply"
"膳","ぜん","small dining table (usu. for a single person), serving tray (with legs); meal, food, serving; counter for bowlfuls of rice; counter for pairs of chopsticks"
"下着","したぎ","underwear, undergarment, underclothes, lingerie"
"","パーティー, パーティ, パーリー","party (social gathering); party (group of people participating in an activity, esp. mountain climbing); (political) party"
"上陸","じょうりく","landing, going ashore, disembarkation; making landfall (of a typhoon), striking land, hitting land"
"飽くまでも","あくまでも","to the end, to the bitter end, to the last, stubbornly, persistently, consistently, to the utmost; after all, it must be remembered, only, purely, simply"
"","ロープ, ロップ","rope"
"占める","しめる","to occupy, to hold; to account for, to make up, to take up"
"","チェッ, ちぇっ, チェ, ちぇ, チッ, ちっ","tsk, tut, shoot, darn, dang; chirp, tweet"
"指輪","ゆびわ","(finger) ring"
"庇う","かばう","to protect (someone), to look after (e.g. an injured leg), to defend, to cover for, to stand up for, to stick up for"
"利益","りえき, りやく","profit, gains; benefit, advantage, good, interests (e.g. of society); grace (of God, Buddha, etc., esp. as attained through rightful actions, prayer, adherence to one's faith, etc.), blessing, miracle"
"許りか","ばかりか","not only"
"贅沢","ぜいたく","luxury, extravagance; to live in luxury, to indulge oneself; lavish (use of something), abundant, copious, wasteful; excessive (e.g. demands, expectations)"
"連続","れんぞく","continuation, succession, series"
"心中","しんじゅう, しんぢゅう","double suicide, lovers' suicide; group suicide, family suicide"
"空港","くうこう","airport"
"小川","おがわ","stream, brook, creek"
"帰宅","きたく","returning home, going home, coming home, getting home"
"一生懸命","いっしょうけんめい","very hard, with utmost effort, as hard as one can, with all one's might, for dear life, eagerly, desperately"
"観念","かんねん","idea, notion, concept, conception; sense (e.g. of duty); resignation (to one's fate), acceptance, preparedness; observation and contemplation, meditation"
"体力","たいりょく","physical strength, power, stamina, endurance, vigor, resistance to disease; strength (of a business, economy, etc.)"
"手がかり","てがかり","clue, lead, key, trail, scent, track; handhold, hold"
"","そうすると","having done that, if that is done, if it is done in that way"
"芸術","げいじゅつ","art, the arts"
"冴える","さえる","to be clear (of a sight, sound, colour, etc.), to be bright, to be vivid, to be crisp; to be clear-headed, to be alert, to be on the ball, to be wide awake; to look upbeat, to be perky, to be cheerful; to master (a skill), to excel at, to cleanly execute; to be satisfying; to become frigid, to become intensely cold"
"未知","みち","not yet known, unknown, strange"
"永久","えいきゅう","eternity, permanence, perpetuity; Eikyū era (1113.7.13-1118.4.3)"
"冒す","おかす","to brave, to risk, to face, to venture; to harm, to afflict, to affect; to desecrate, to profane; to assume (someone else's surname), to take"
"版","はん, ばん","edition, version, printing, impression, implementation (of software); plate, block, cast; counter for editions of a publication"
"用事","ようじ","business, things to do, engagement, errand, affairs"
"過多","かた","excess, surplus, superabundance"
"一段","いちだん","even more, still more, much more, further; one step, one rung, one level, one grade, one rank; one paragraph, one passage; ichidan (verb, verb conjugation)"
"引きつる","ひきつる","to have a cramp, to twitch, to spasm; to stiffen (of a face, expression), to freeze, to grow tight (e.g. of a voice); to shrink (of skin, due to a scar), to tauten"
"","どっと, ドッと, ドっと","bursting out (laughter), breaking out (applause), roaring, whooping; in a rush, in a surge, flooding in, pouring in; suddenly, all of a sudden"
"","キラキラ, きらきら","glittering, sparkling, glistening, twinkling"
"高度","こうど","altitude, height, elevation; high-degree, high-grade, advanced, sophisticated, strong"
"水面","すいめん, みなも","water's surface"
"転ぶ","ころぶ, まろぶ","to fall down, to fall over; to turn out, to play out; to abandon Christianity (and convert to Buddhism), to apostatize; to roll, to tumble; (for a geisha) to prostitute (herself) in secret"
"ソ連","ソれん","Soviet Union, USSR"
"法律","ほうりつ","law"
"有難うございます","ありがとうございます","thank you"
"当人","とうにん","the person concerned, the person in question, the said person"
"生き物","いきもの","living thing, living creature, animal, life"
"木々","きぎ","(many) trees, every tree, all kinds of trees"
"罵る","ののしる","to abuse (verbally), to curse at, to shout abuse at, to speak ill of"
"銀色","ぎんいろ","silver (color, colour)"
"拒否","きょひ","refusal, rejection, denial, veto"
"九州","きゅうしゅう","Kyūshū (southernmost of the four main islands of Japan)"
"借金","しゃっきん","debt, loan, liabilities, borrowing money; number of games under the .500 mark"
"策","さく","plan, policy, means, measure, stratagem, scheme; fifth principle of the Eight Principles of Yong, right upward flick"
"植物","しょくぶつ","plant, vegetation"
"衣服","いふく","clothes"
"強引","ごういん","overbearing, coercive, pushy, forcible, high-handed"
"管理","かんり","control, management (e.g. of a business)"
"深刻","しんこく","serious, severe, grave, acute"
"矛盾","むじゅん","contradiction, inconsistency"
"瞑る","つぶる, つむる","to close (one's eyes), to shut"
"","ライト","light; light (colour, food, comedy, etc.)"
"","パイプ","pipe, tube; (tobacco) pipe; cigarette holder; go-between, intermediary, mediator, connections (with), channel (of communication)"
"伸し","のし","stretching; sidestroke (swimming)"
"会場","かいじょう","assembly hall, meeting place, venue, site, grounds"
"坊主","ぼうず, ぼんず","Buddhist priest, bonze; close-cropped hair, crew cut, person with a shorn head; boy, sonny, lad; not catching anything; the August 20-point card"
"奇異","きい","odd, strange, queer, peculiar"
"脅かす","おどかす","to threaten, to menace, to intimidate; to startle, to frighten, to scare"
"順","じゅん, ずん","order, turn, sorting; obedient, docile, submissive, meek"
"王国","おうこく","kingdom, monarchy"
"逆らう","さからう","to go against, to oppose, to disobey, to defy"
"魔女","まじょ","witch"
"二枚","にまい","two sheets (of paper or other flat objects)"
"遂げる","とげる","to accomplish, to achieve, to carry out; to arrive at (a certain outcome), to come to, to end with"
"見る見る","みるみる","very fast, in a twinkle, before one's eyes"
"貧乏","びんぼう, ビンボー","poverty-stricken, destitute, poor, penurious"
"解ける","とける","to be solved, to be resolved; to loosen, to come untied, to come undone; to be removed (of restrictions), to be lifted (e.g. a ban), to be broken (spells, curses, etc.); to dissipate (of anger, tension, etc.), to melt away, to ease, to be appeased, to be resolved (of a dispute, misunderstanding, etc.), to be cleared up"
"必ずしも","かならずしも","(not) always, (not) necessarily, (not) entirely, (not) all"
"住人","じゅうにん","dweller, inhabitant, resident; user (of a website)"
"芸","げい","art, craft, accomplishment, artistic skill, technique, performance"
"大胆","だいたん","bold, daring, audacious"
"五つ","いつつ","five; five years of age; eight o'clock (old time system)"
"細かい","こまかい","small; fine, minute; minor, trivial; sensitive, attentive; careful, frugal, stingy"
"保護","ほご","protection, safeguard, guardianship, custody, patronage; preservation, conservation"
"住民","じゅうみん","inhabitant, resident, citizen, population"
"磨く","みがく","to polish, to shine, to burnish, to scour, to scrub, to brush (teeth), to grind (e.g. a lens); to refine (a skill, etc.), to improve, to hone, to polish (up), to cultivate (one's character)"
"乗客","じょうきゃく, じょうかく","passenger"
"親子","おやこ, しんし","parent and child"
"人数","にんずう, にんず, にんじゅ","the number of people; many people, a large number of people"
"悲劇","ひげき","tragedy, tragic drama, tragic play; tragedy, calamity, disaster"
"万一","まんいち, ばんいち, まんいつ, ばんいつ","(unlikely event of) emergency, the worst(-case scenario), 10000 to 1; (if) by some chance, by some possibility, in the unlikely event that"
"不自然","ふしぜん","unnatural, artificial, affected, strained"
"切っ掛け","きっかけ, キッカケ","chance, start, cue, excuse, motive, impetus, occasion"
"昼食","ちゅうしょく","lunch, midday meal"
"馴染む","なじむ","to become familiar with, to get used to, to become accustomed to, to adapt oneself to, to become attached to, to become friendly with; to come to fit, to go (well) with, to suit, to match, to harmonize (with), to blend in (with), to agree with (e.g. one's skin)"
"首相","しゅしょう","prime minister, chancellor (Germany, Austria, etc.), premier"
"余地","よち","place, room, margin, scope"
"打つ","ぶつ","to hit (someone), to strike, to beat; to make (a speech), to give (an address); to gamble"
"落下","らっか","fall, drop, descent, coming down"
"蛙","かえる, かわず, かいる, カエル, カワズ","frog; kajika frog (Buergeria buergeri)"
"","ピンク","pink; erotic, blue, pornographic"
"走り出す","はしりだす","to begin to run, to start running, to break into a run"
"携帯電話","けいたいでんわ","mobile phone, cell phone"
"暴れる","あばれる","to act violently, to rage, to struggle, to be riotous"
"市場","いちば","(town) market, (street) market, marketplace"
"施設","しせつ","facility, facilities, institution, establishment; home (for the elderly, orphans, etc.)"
"錯覚","さっかく","optical illusion, hallucination; misapprehension, delusion"
"資格","しかく","qualifications, requirements, capabilities"
"枯れる","かれる","to wither (of a plant), to be blasted, to die; to mature (of one's personality, abilities, etc.)"
"劣る","おとる","to be inferior to, to be less good at, to fall behind"
"班","はん","group, party, team; squad, section"
"交わす","かわす","to exchange (messages, greetings, arguments, etc.); to intersect, to cross, to interlace; ... with one another, ... to each other"
"取り分け","とりわけ","especially, particularly, above all; portioning out (servings of food)"
"注目","ちゅうもく","notice, attention, observation"
"値段","ねだん","price, cost"
"殿下","でんか, てんが","Your Highness, His Highness, Her Highness"
"習う","ならう","to take lessons in, to be taught, to learn (from a teacher), to study (under a teacher), to get training in"
"傾向","けいこう","tendency, trend, inclination"
"試験","しけん","examination, exam, test; trial, experiment, test"
"親方","おやかた, おやがた","master, boss, chief, foreman, supervisor; stable master; craftsman, artisan; foster parent"
"思いがけない","おもいがけない","unexpected, contrary to expectations, by chance, casual"
"","ボーイ","boy; bellboy, porter, waiter"
"","ポール","pole; trolley pole; pole (unit of length or area), rod, perch"
"急速","きゅうそく","rapid (e.g. progress)"
"困惑","こんわく","bewilderment, perplexity, embarrassment, discomfiture, bafflement"
"返答","へんとう","reply, answer"
"隔てる","へだてる","to separate (by distance, time, etc.), to isolate, to partition, to divide; to interpose, to have between; to alienate, to estrange"
"何方も","どちらも, どっちも","both; (not) either"
"藤","ふじ, フジ","wisteria (esp. Japanese wisteria, Wisteria floribunda), wistaria"
"唐突","とうとつ","abrupt, sudden"
"お互いに","おたがいに","mutually, with each other, reciprocally, together, both"
"往来","おうらい","coming and going, traffic; road, street; association, socializing, socialising, fellowship, mutual visits; recurring (e.g. thoughts); correspondence"
"に渡って","にわたって","throughout, over a period of ..., over a span of ..."
"錠","じょう","lock, padlock; tablet, pill"
"","ニヤニヤ, にやにや","grinning, smirking"
"","ひっそり","quiet (place), still, silent, deserted; inconspicuously, modestly, quietly"
"灰","はい","ash, ashes"
"信","しん","honesty, sincerity, fidelity; trust, reliance, confidence; (religious) faith, devotion; counter for received messages"
"２０日","はつか, にじゅうにち","20th day of the month; 20 days"
"","テープ","tape"
"凝視","ぎょうし","stare, gaze, fixation"
"蒸かす","ふかす","to steam (food)"
"","スクリーン","screen"
"近衛","このえ","Imperial Guards"
"絶叫","ぜっきょう","scream, shriek, shout, exclamation"
"滞在","たいざい","stay, sojourn"
"埋まる","うまる, うずまる","to be buried, to be covered, to be surrounded; to overflow, to be crowded, to be filled; to be repaid (e.g. debt), to be replenished; to be filled (e.g. blank, vacancy, schedule)"
"隠居","いんきょ","retirement (from work), leading a quiet life (after retirement); retired person, retiree; surrendering headship of the family (pre-WWII)"
"引き取る","ひきとる","to take into one's possession, to receive, to accept, to collect, to claim; to take into one's care (e.g. person, pet), to take custody of, to adopt; to leave, to go away, to withdraw, to get out"
"閉ざす","とざす","to shut, to close, to fasten, to lock; to block (a street, entrance, etc.); to shut in (with snow, ice, etc.), to shut off, to cut off, to cover (e.g. in darkness); to consume (with negative feelings), to fill (e.g. with sadness), to bury (e.g. in grief)"
"疑惑","ぎわく","doubt, misgivings, distrust, suspicion"
"漫画","まんが, マンガ","cartoon, comic, comic strip, manga"
"９日","ここのか, ここぬか","9th day of the month; nine days"
"小型","こがた","small-sized, small-scale, miniature; small, little, tiny"
"個人的","こじんてき","personal, individual, private"
"修理","しゅうり, しゅり, すり","repair, mending, fixing, servicing"
"美女","びじょ","beautiful woman"
"大陸","たいりく","continent; continental Asia (esp. mainland China); continental Europe"
"鼠","ねずみ, ネズミ","mouse, rat; dark gray, slate gray"
"隊員","たいいん","troops, group members, team members"
"配置","はいち","arrangement (of resources), deployment, stationing, posting, disposition, configuration, layout"
"企業","きぎょう","enterprise, business, company, corporation"
"浅見","せんけん","shallow view, superficial idea; (one's) view, (one's) humble opinion"
"中将","ちゅうじょう","lieutenant general, vice-admiral"
"二回","にかい","twice"
"入り込む","はいりこむ, いりこむ","to go into, to come into, to penetrate, to get in, to step in (a house); to become complicated"
"どの位","どのくらい, どのぐらい","how long, how far, how much"
"残酷","ざんこく","cruel, brutal, ruthless, merciless, inhuman"
"築く","きずく","to build, to construct, to erect; to build up (a reputation, position, fortune, etc.), to establish (a relationship, household, tradition, etc.), to lay (a foundation)"
"印","しるし","mark, sign; symbol, emblem; badge, crest, flag; evidence, proof; token (of gratitude, affection, etc.)"
"こう言った","こういった","this sort of, this type of"
"無限","むげん","infinity, infinitude, eternity; infinite, limitless"
"爆弾","ばくだん, バクダン","bomb; alcohol with liquor added (esp. wine-based shōchū highball, also beer with whiskey)"
"妖怪","ようかい","ghost, apparition, phantom, spectre, specter, demon, monster, goblin, yōkai"
"再度","さいど","a second time, again, once more, twice"
"淵","ふち","deep pool, deep water, abyss; depths (e.g. of despair), grip (e.g. of death)"
"障子","しょうじ","shoji (paper sliding door)"
"軽","けい","light (e.g. aircraft, truck); light motor vehicle (up to 660cc and 64bhp), kei car"
"","ワイン","wine"
"肝心","かんじん","essential, important, crucial, vital, main"
"家来","けらい","retainer, vassal, follower"
"","マーク","mark, sign, symbol, emblem, logo, label, brand; to mark, to put a mark on; trademark; paying attention to, keeping one's eye on, watching, marking (a player), guarding; setting (a record), posting, recording"
"長男","ちょうなん","eldest son (may be the only son), first-born son"
"柵","さく","fence, paling, railing; fortress"
"夜明け","よあけ","dawn, daybreak"
"対応","たいおう","correspondence (to), equivalence; suitability, coordination, matching, being appropriate (for); dealing with, coping with, handling, response, reception, reaction; compatibility (with technology, software, etc.), capability, support (for)"
"発行","はっこう","publication (of a newspaper, magazine, book, etc.), issue; issue (of banknotes, bonds, passport, etc.); raising (an event)"
"一夜","いちや, ひとや, ひとよ","one night, all night, overnight, one evening"
"","ビデオ, ヴィデオ","video (esp. a televised image); videotape, VHS tape, videocassette; videocassette recorder, VCR; video (short film)"
"不愉快","ふゆかい","unpleasant, disagreeable, displeasing, uncomfortable, unhappy"
"吠える","ほえる","to bark, to howl, to bay, to roar, to yelp, to yap; to howl (of the wind), to roar (of the sea); to yell, to shout, to cry, to moan"
"脆い","もろい","brittle, fragile, weak, frail; tender-hearted, sentimental, easily moved"
"交換","こうかん","exchange, interchange, switching, reciprocity, barter, substitution, replacement, clearing (of checks, cheques)"
"身動き","みうごき","movement (of one's body), moving about, stirring; acting freely, doing as one pleases"
"依然として","いぜんとして","still, as yet, as of old"
"","ずれる, ズレる, づれる","to slide, to slip off, to get dislocated, to be out of alignment, to get dislodged, to deviate, to shift (position), to be out of sync, to be slightly off, to be off-point"
"賢い","かしこい","wise, clever, smart; well-behaved (esp. children and pets), obedient, good"
"砕ける","くだける","to break (into pieces), to be broken, to be smashed; to collapse, to crumble, to decline, to cool (e.g. enthusiasm), to dampen (e.g. one's will to fight); to become less formal, to throw off reserve, to become affable; to become easy to understand (e.g. a story); to be worried"
"芋","いも, イモ","tuber, taro, potato, yam; yokel, bumpkin; dud, worthless thing"
"悔しい","くやしい, くやしーい","frustrated (over a failure, humiliation or injustice), annoyed, chagrined, (bitterly) disappointed, bitter, vexed, frustrating, annoying, regrettable"
"大部分","だいぶぶん","most part, greater part, majority"
"病室","びょうしつ","sickroom, hospital room, ward"
"","ドレス","dress"
"","シート","seat"
"誤る","あやまる","to make a mistake (in), to commit an error, to do incorrectly, to err; to be wrong, to be incorrect, to be false, to be mistaken; to mislead, to misguide, to lead astray"
"引っ込む","ひっこむ","to draw back, to sink, to cave in; to be set back (e.g. from a road); to withdraw (e.g. from the public eye), to retire to (somewhere), to stay indoors, to butt out, to stay out of it"
"","マイク","mike, mic, microphone"
"北海道","ほっかいどう","Hokkaido (island, prefectural-level administrative unit)"
"足跡","あしあと, そくせき","footprints; record of page visitors (e.g. in social networking sites)"
"持ち主","もちぬし","owner, proprietor, possessor (e.g. of talent, beauty, etc.)"
"付け加える","つけくわえる","to add (one thing to another), to add (a few more words, an explanation, etc.)"
"多数","たすう","large number (of), many; majority"
"今すぐ","いますぐ","at once, immediately, right now"
"見当","けんとう","estimate, guess, conjecture, aim; direction, bearings; registration mark (printing); approximately, about, around"
"品物","しなもの","article, item, thing, goods, wares"
"帰す","かえす","to send (someone) back, to send (someone) home"
"勘","かん","perception, intuition, the sixth sense"
"幹部","かんぶ","management, (executive) staff, leaders, leadership, top brass, upper echelons"
"鉄道","てつどう","railroad, railway, rail transport"
"理性","りせい","reason, reasoning power, (one's) sense"
"大半","たいはん","majority, more than half, most (of); mostly, largely, mainly, predominately, nearly"
"週間","しゅうかん","week"
"奉行","ぶぎょう","magistrate, shogunate administrator"
"継ぐ","つぐ","to succeed (a person, to a position, etc.), to inherit, to take over, to follow; to patch (clothes), to mend, to repair; to add (e.g. charcoal to the fire), to replenish with, to feed with, to follow up with (e.g. remarks), to gather (one's breath)"
"抗議","こうぎ","protest, objection"
"警備","けいび","defense, defence, guard, policing, security"
"誕生","たんじょう","birth, creation, formation"
"発射","はっしゃ","firing (esp. a rocket or missile), launching, shooting, discharge, catapult; ejaculation"
"","えっと, えーと, えーっと, ええと, ええっと, えーーっと, えーーーっと, えーーーーっと","let me see, well, errr ..., uhh ..."
"検査","けんさ","inspection (e.g. customs, factory), examination, test, check, scan (e.g. MRI, PET), audit"
"派遣","はけん","dispatch, despatch, deployment; temporary employee (esp. from an agency), temporary worker, agency temp"
"","うんざり, ウンザリ","tedious, boring, being fed up with"
"天国","てんごく, てんこく","paradise, heaven, Kingdom of Heaven"
"鉄砲","てっぽう","gun, firearm; wooden pole that wrestlers strike in practice; puffer fish"
"欠く","かく","to chip, to nick, to break, to crack; to lack"
"度々","たびたび","often, again and again, over and over again, repeatedly, frequently"
"","ベルト","belt (worn around the waist); (machine) belt; belt, zone, area"
"護衛","ごえい","guard, convoy, escort"
"一層","いっそう","even more, still more, all the more, more than ever; one layer; lowest floor (of a building); rather, sooner, preferably"
"羨ましい","うらやましい","envious, jealous; enviable (position, etc.)"
"方針","ほうしん","policy, course, plan (of action), principle; magnetic needle"
"主義","しゅぎ","doctrine, rule, principle, -ism"
"囚人","しゅうじん, めしゅうど, めしうど","prisoner, convict"
"業","ぎょう","work, business, company, agency; study"
"直ぐさま","すぐさま","immediately, promptly"
"解説","かいせつ","explanation, commentary, exposition, elucidation"
"副","ふく","assistant, associate, vice-, sub-, deputy, substitute, auxiliary, supplementary, additional, collateral; duplicate, copy; adverb"
"沿う","そう","to run along, to run beside, to stick to (a line); to follow (a policy, plan, etc.), to act in accordance with, to align with; to meet (wishes, expectations, etc.), to satisfy, to comply with, to live up to"
"恥じる","はじる","to feel ashamed"
"院長","いんちょう","director (of a hospital, institution, academy, etc.), superintendent, rector"
"天才","てんさい","genius, prodigy, natural gift"
"前進","ぜんしん","advance, moving forward, progress"
"処置","しょち","measure, step, dealing with; medical treatment"
"崩壊","ほうかい","collapse, crumbling, breaking down, caving in; (radioactive) decay, disintegration"
"忠臣","ちゅうしん","loyal retainer, loyal subject"
"裁判","さいばん","trial, judgement, judgment"
"懸命","けんめい","eager, earnest, strenuous, fervent, assiduous, with utmost effort"
"巻き込む","まきこむ","to roll up, to enfold, to swallow up; to involve, to drag into"
"値","あたい","price, cost; value, worth, merit; value"
"高級","こうきゅう","high-class, high-grade, high-quality, high-end, luxury; high-ranking, high-level, senior"
"稲","いね, イネ","rice plant (Oryza sativa)"
"証人","しょうにん","witness"
"駐車場","ちゅうしゃじょう","parking lot, car park, carpark, parking garage"
"商品","しょうひん","commodity, article of commerce, goods, stock, merchandise"
"演奏","えんそう","musical performance"
"繋がり","つながり","connection, link, relationship"
"","ぎょっと, ギョッと","being startled"
"","あれだけ","to that extent, to that degree, that much, that many"
"年寄り","としより","old person, elderly person, senior citizen; trustee of the Japan Sumo Association, retired high-ranking wrestler who is licensed to coach and receives retirement pay; senior statesman (of the Tokugawa shogunate); important local official (under the Tokugawa Shogunate)"
"忠告","ちゅうこく","advice, warning"
"丸める","まるめる","to make round, to roll up, to curl up; to seduce, to cajole, to explain away; to round off (a fraction); to shave (one's head); to lump together"
"賑やか","にぎやか","bustling, busy, crowded, lively, prosperous, thriving; lively (party, voices, etc.), loud, noisy, merry, cheerful"
"","ひょっとすると","perhaps, maybe, possibly"
"可愛がる","かわいがる","to be affectionate to, to treat tenderly, to dote on, to show one's love (for), to cherish; to show favouritism to, to be partial to; to fondle, to caress, to pet; to be tough on, to be rough with, to torment, to train harshly"
"見込む","みこむ","to anticipate, to expect, to estimate, to count on, to allow for, to take into account; to place confidence in, to put trust in, to trust; to find promising, to see good prospects (in); to set one's eye on (e.g. prey), to mark (e.g. as a victim), to hold spellbound"
"","いいや","no, nope"
"","シャワー","shower"
"提供","ていきょう","offer, tender, providing, supplying, making available, donating (blood, organs, etc.); sponsoring (a TV program)"
"建つ","たつ","to be erected, to be built"
"指導","しどう","guidance, leadership, instruction, direction, coaching; shido (minor penalty in judo)"
"あいつ等","あいつら, アイツら","they, those guys, those fellows"
"出席","しゅっせき","attendance, presence, appearance"
"藁","わら, ワラ","straw"
"","セット","set (of things), combo; setting up, preparing, arranging, placing, positioning, configuring, setting (e.g. an alarm); setting (hair); set (in tennis, volleyball, etc.); set (in a play, film, etc.), movie set; (television or radio) receiver"
"外部","がいぶ","outside (e.g. of a building), exterior; outside (of a group, company, etc.), outside world"
